game_index,agent_a,agent_b,p0_agent,p1_agent,winner_player,winner_agent,p0_store,p1_store,store_margin_for_a,plies,p0_move_count,p1_move_count,p0_total_time_s,p1_total_time_s,p0_avg_time_s,p1_avg_time_s,p0_minimax_move_count,p1_minimax_move_count,p0_minimax_nodes,p1_minimax_nodes,p0_minimax_cutoffs,p1_minimax_cutoffs,p0_minimax_depth_completed_avg,p1_minimax_depth_completed_avg,minimax_depth_limit,minimax_time_limit_s
0,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017995995585806668,0.056199081969680265,1.635999598709697e-05,0.005109007451789115,0,11,0,355,0,43,0.0,3.0,3,
1,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001854579895734787,0.05614704004256055,1.6859817233952608e-05,0.005104276367505504,0,11,0,355,0,43,0.0,3.0,3,
2,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00016962701920419931,0.05609195900615305,1.5420638109472666e-05,0.005099269000559368,0,11,0,355,0,43,0.0,3.0,3,
3,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001837929303292185,0.056515585019951686,1.6708448211747136e-05,0.0051377804563592444,0,11,0,355,0,43,0.0,3.0,3,
4,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017270902753807604,0.05713604009361006,1.570082068527964e-05,0.00519418546305546,0,11,0,355,0,43,0.0,3.0,3,
5,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018174995784647763,0.056813959032297134,1.6522723440588876e-05,0.005164905366572467,0,11,0,355,0,43,0.0,3.0,3,
6,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00016396099817939103,0.056097084045177326,1.4905545289035548e-05,0.005099734913197939,0,11,0,355,0,43,0.0,3.0,3,
7,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00022200003149919212,0.05625450101797469,2.0181821045381103e-05,0.005114045547088608,0,11,0,355,0,43,0.0,3.0,3,
8,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001731659285724163,0.05583166700671427,1.5742357142946936e-05,0.005075606091519479,0,11,0,355,0,43,0.0,3.0,3,
9,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001677919935900718,0.05585004203021526,1.5253817599097436e-05,0.005077276548201387,0,11,0,355,0,43,0.0,3.0,3,
10,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0002174180408474058,0.06772458297200501,1.9765276440673254e-05,0.006156780270182274,0,11,0,355,0,43,0.0,3.0,3,
11,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018170697148889303,0.05625429004430771,1.6518815589899365e-05,0.005114026367664337,0,11,0,355,0,43,0.0,3.0,3,
12,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018625101074576378,0.0557928760536015,1.6931910067796707e-05,0.005072079641236501,0,11,0,355,0,43,0.0,3.0,3,
13,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017349899280816317,0.056483833002857864,1.5772635709833015e-05,0.005134893909350715,0,11,0,355,0,43,0.0,3.0,3,
14,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.000191457977052778,0.05536091901012696,1.7405270641161636e-05,0.005032810819102451,0,11,0,355,0,43,0.0,3.0,3,
15,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017433500033803284,0.057331126037752256,1.5848636394366622e-05,0.005211920548886569,0,11,0,355,0,43,0.0,3.0,3,
16,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018891601939685643,0.05638237498351373,1.7174183581532404e-05,0.005125670453046702,0,11,0,355,0,43,0.0,3.0,3,
17,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017941801343113184,0.05731049895985052,1.631072849373926e-05,0.005210045359986411,0,11,0,355,0,43,0.0,3.0,3,
18,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018466502660885453,0.05617479397915304,1.678772969171405e-05,0.005106799452650276,0,11,0,355,0,43,0.0,3.0,3,
19,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001704170135781169,0.056514583964599296,1.549245577982881e-05,0.005137689451327209,0,11,0,355,0,43,0.0,3.0,3,
20,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00020487501751631498,0.05753333598840982,1.862500159239227e-05,0.00523030327167362,0,11,0,355,0,43,0.0,3.0,3,
21,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0002196260611526668,0.05790679311030544,1.9966005559333347e-05,0.005264253919118677,0,11,0,355,0,43,0.0,3.0,3,
22,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017812600708566606,0.056277625990333036,1.6193273371424187e-05,0.005116147817303004,0,11,0,355,0,43,0.0,3.0,3,
23,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017095691873691976,0.056654414016520604,1.5541538066992704e-05,0.005150401274229146,0,11,0,355,0,43,0.0,3.0,3,
24,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00023112702183425426,0.056368960038525984,2.101154743947766e-05,0.005124450912593271,0,11,0,355,0,43,0.0,3.0,3,
25,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001678320113569498,0.05597945905174129,1.5257455577904528e-05,0.005089041731976481,0,11,0,355,0,43,0.0,3.0,3,
26,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018091496895067394,0.05637508403742686,1.6446815359152176e-05,0.005125007639766078,0,11,0,355,0,43,0.0,3.0,3,
27,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001923759700730443,0.05680270996526815,1.7488724552094936e-05,0.005163882724115287,0,11,0,355,0,43,0.0,3.0,3,
28,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00020100106485188007,0.05744500199216418,1.8272824077443644e-05,0.005222272908378562,0,11,0,355,0,43,0.0,3.0,3,
29,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00025800004368647933,0.05678375001298264,2.3454549426043574e-05,0.0051621590920893305,0,11,0,355,0,43,0.0,3.0,3,
30,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018866805476136506,0.06619562598643824,1.7151641341942277e-05,0.006017784180585295,0,11,0,355,0,43,0.0,3.0,3,
31,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001785419590305537,0.05625808198237792,1.623108718459579e-05,0.005114371089307083,0,11,0,355,0,43,0.0,3.0,3,
32,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00021112506510689855,0.05707195904687978,1.9193187736990776e-05,0.005188359913352708,0,11,0,355,0,43,0.0,3.0,3,
33,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00023308303207159042,0.06603758496930823,2.1189366551962767e-05,0.006003416815391657,0,11,0,355,0,43,0.0,3.0,3,
34,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001747510104905814,0.05728733298019506,1.5886455499143764e-05,0.0052079393618359145,0,11,0,355,0,43,0.0,3.0,3,
35,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018266600091010332,0.056597708055051044,1.6606000082736667e-05,0.005145246186822822,0,11,0,355,0,43,0.0,3.0,3,
36,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017408403800800443,0.05688749602995813,1.5825821637091312e-05,0.005171590548178012,0,11,0,355,0,43,0.0,3.0,3,
37,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00019020895706489682,0.05651774792931974,1.7291723369536076e-05,0.005137977084483613,0,11,0,355,0,43,0.0,3.0,3,
38,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00016537602641619742,0.05657062606769614,1.503418421965431e-05,0.0051427841879723765,0,11,0,355,0,43,0.0,3.0,3,
39,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018162501510232687,0.05719304087688215,1.651136500930244e-05,0.005199367352443832,0,11,0,355,0,43,0.0,3.0,3,
40,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017437199130654335,0.05722129292553291,1.5851999209685758e-05,0.005201935720502992,0,11,0,355,0,43,0.0,3.0,3,
41,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017258492880500853,0.05631454198737629,1.5689538982273504e-05,0.005119503817034208,0,11,0,355,0,43,0.0,3.0,3,
42,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017537499661557376,0.05646270900615491,1.5943181510506705e-05,0.005132973546014083,0,11,0,355,0,43,0.0,3.0,3,
43,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00017962403944693506,0.0560955019609537,1.632945813153955e-05,0.005099591087359427,0,11,0,355,0,43,0.0,3.0,3,
44,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0002075820229947567,0.05694783298531547,1.8871092999523338e-05,0.0051770757259377706,0,11,0,355,0,43,0.0,3.0,3,
45,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00016391600365750492,0.05600474899983965,1.4901454877954992e-05,0.005091340818167241,0,11,0,355,0,43,0.0,3.0,3,
46,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001746250200085342,0.05661558304564096,1.5875001818957653e-05,0.00514687118596736,0,11,0,355,0,43,0.0,3.0,3,
47,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.00018312499742023647,0.05667716599418782,1.6647727038203314e-05,0.005152469635835256,0,11,0,355,0,43,0.0,3.0,3,
48,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0002169579383917153,0.056805580999935046,1.972344894470139e-05,0.005164143727266823,0,11,0,355,0,43,0.0,3.0,3,
49,qlearning,minimax_h3,A,B,1,B,9,39,-30,22,11,11,0.0001911690051201731,0.05579616699833423,1.737900046547028e-05,0.0050723788180303845,0,11,0,355,0,43,0.0,3.0,3,
50,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.21737695788033307,0.0003120039764326066,0.01144089252001753,1.642126191750561e-05,19,0,824,0,123,0,3.0,0.0,3,
51,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16310733399586752,0.0002995839749928564,0.00858459652609829,1.5767577631202967e-05,19,0,824,0,123,0,3.0,0.0,3,
52,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16371499601518735,0.0002856240898836404,0.008616578737641439,1.5032846835981073e-05,19,0,824,0,123,0,3.0,0.0,3,
53,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.164706207026029,0.0003702459507621825,0.008668747738212053,1.948662898748329e-05,19,0,824,0,123,0,3.0,0.0,3,
54,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.17194829205982387,0.0003048319777008146,0.009049910108411783,1.6043788300042873e-05,19,0,824,0,123,0,3.0,0.0,3,
55,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16437495799618773,0.0002955819945782423,0.008651313578746723,1.5556947083065386e-05,19,0,824,0,123,0,3.0,0.0,3,
56,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.18133866897551343,0.0002855420170817524,0.009544140472395444,1.5028527214829074e-05,19,0,824,0,123,0,3.0,0.0,3,
57,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.1841970830282662,0.00031779202981851995,0.00969458331727717,1.6725896306237892e-05,19,0,824,0,123,0,3.0,0.0,3,
58,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16309658100362867,0.0004184589779470116,0.008584030579138351,2.202415673405324e-05,19,0,824,0,123,0,3.0,0.0,3,
59,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.1626439160318114,0.00027083413442596793,0.00856020610693744,1.4254428127682523e-05,19,0,824,0,123,0,3.0,0.0,3,
60,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16439549790811725,0.0002754569868557155,0.008652394626743012,1.4497736150300816e-05,19,0,824,0,123,0,3.0,0.0,3,
61,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16289212301489897,0.00028395699337124825,0.008573269632363104,1.4945104914276223e-05,19,0,824,0,123,0,3.0,0.0,3,
62,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16315641507389955,0.00027237593894824386,0.008587179740731555,1.4335575734118097e-05,19,0,824,0,123,0,3.0,0.0,3,
63,qlearning,minimax_h3,B,A,0,B,37,11,-26,38,19,19,0.16354354200302623,0.0002671249967534095,0.00860755484226454,1.4059210355442606e-05,19,0,824,0,123,0,3.0,0.0,3,
