game_index,agent_a,agent_b,p0_agent,p1_agent,winner_player,winner_agent,p0_store,p1_store,store_margin_for_a,plies,p0_move_count,p1_move_count,p0_total_time_s,p1_total_time_s,p0_avg_time_s,p1_avg_time_s,p0_minimax_move_count,p1_minimax_move_count,p0_minimax_nodes,p1_minimax_nodes,p0_minimax_cutoffs,p1_minimax_cutoffs,p0_minimax_depth_completed_avg,p1_minimax_depth_completed_avg,minimax_depth_limit,minimax_time_limit_s
0,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03455370804294944,0.032884042972000316,0.0026579775417653415,0.0025295417670769473,13,13,324,319,50,51,3.0,3.0,3,
1,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.04253575095208362,0.03140508395154029,0.0032719808424679707,0.002415775688580022,13,13,324,319,50,51,3.0,3.0,3,
2,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03424070798791945,0.03138433396816254,0.0026339006144553423,0.002414179536012503,13,13,324,319,50,51,3.0,3.0,3,
3,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03344158304389566,0.030650248954771087,0.002572429464915051,0.002357711458059314,13,13,324,319,50,51,3.0,3.0,3,
4,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03370975097641349,0.030303917970741168,0.0025930577674164223,0.002331070613133936,13,13,324,319,50,51,3.0,3.0,3,
5,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03320079104742035,0.03009191801538691,0.0025539070036477195,0.0023147629242605315,13,13,324,319,50,51,3.0,3.0,3,
6,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.033565583056770265,0.03016608505276963,0.0025819679274438666,0.0023204680809822795,13,13,324,319,50,51,3.0,3.0,3,
7,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03469370803213678,0.030697542970301583,0.0026687467717028293,0.0023613494592539678,13,13,324,319,50,51,3.0,3.0,3,
8,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.032828291004989296,0.030210999946575612,0.002525253154229946,0.0023239230728135086,13,13,324,319,50,51,3.0,3.0,3,
9,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03297033501439728,0.029777458956232294,0.002536179616492098,0.0022905737658640225,13,13,324,319,50,51,3.0,3.0,3,
10,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.0335764579649549,0.030485957016935572,0.0025828044588426845,0.002345073616687352,13,13,324,319,50,51,3.0,3.0,3,
11,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03341425096732564,0.030169373931130394,0.002570326997486588,0.0023207210716254148,13,13,324,319,50,51,3.0,3.0,3,
12,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.033596584951737896,0.030564790969947353,0.0025843526885952228,0.002351137766919027,13,13,324,319,50,51,3.0,3.0,3,
13,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.033674417063593864,0.03018370596691966,0.002590339774122605,0.002321823535916897,13,13,324,319,50,51,3.0,3.0,3,
14,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03388658296898939,0.030290457973023877,0.002606660228383799,0.002330035228694144,13,13,324,319,50,51,3.0,3.0,3,
15,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.06109033402753994,0.04207633194164373,0.004699256463656918,0.0032366409185879794,13,13,324,319,50,51,3.0,3.0,3,
16,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.04107599987764843,0.03272504298365675,0.0031596922982806484,0.0025173109987428268,13,13,324,319,50,51,3.0,3.0,3,
17,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.0394115409872029,0.04197095797280781,0.0030316569990156074,0.003228535228677524,13,13,324,319,50,51,3.0,3.0,3,
18,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.039329501014435664,0.0318492500227876,0.0030253462318796664,0.0024499423094452,13,13,324,319,50,51,3.0,3.0,3,
19,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03639183196355589,0.03336824895814061,0.002799371689504299,0.0025667883813954317,13,13,324,319,50,51,3.0,3.0,3,
20,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.04115062495111488,0.03608787804841995,0.0031654326885472983,0.0027759906191092273,13,13,324,319,50,51,3.0,3.0,3,
21,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03382008403423242,0.030252499011112377,0.0026015449257101864,0.002327115308547106,13,13,324,319,50,51,3.0,3.0,3,
22,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.033691251039272174,0.029838208021828905,0.0025916346953286287,0.0022952467709099157,13,13,324,319,50,51,3.0,3.0,3,
23,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03319083494716324,0.0301389179949183,0.0025531411497817878,0.0023183783073014077,13,13,324,319,50,51,3.0,3.0,3,
24,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03366650201496668,0.030197708954801783,0.0025897309242282063,0.0023229006888309065,13,13,324,319,50,51,3.0,3.0,3,
25,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03337804204784334,0.030080041935434565,0.002567541695987949,0.0023138493796488126,13,13,324,319,50,51,3.0,3.0,3,
26,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03326787706464529,0.029850082006305456,0.002559067466511176,0.002296160154331189,13,13,324,319,50,51,3.0,3.0,3,
27,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03353070901357569,0.03017329197609797,0.0025792853087365916,0.002321022459699844,13,13,324,319,50,51,3.0,3.0,3,
28,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03358233397011645,0.03029433303163387,0.002583256459239727,0.002330333310125682,13,13,324,319,50,51,3.0,3.0,3,
29,minimax_h1,minimax_h2,A,B,0,A,34,14,20,26,13,13,0.03369654397829436,0.030532792006852105,0.002592041844484181,0.0023486763082193928,13,13,324,319,50,51,3.0,3.0,3,
30,minimax_h1,minimax_h2,B,A,0,B,32,16,-16,25,13,12,0.04581220797263086,0.027357915038010105,0.0035240159978946815,0.0022798262531675086,13,12,401,335,66,62,3.0,3.0,3,
31,minimax_h1,minimax_h2,B,A,0,B,32,16,-16,25,13,12,0.04548154296935536,0.02762899996014312,0.0034985802284119506,0.00230241666334526,13,12,401,335,66,62,3.0,3.0,3,
