game_index,agent_a,agent_b,p0_agent,p1_agent,winner_player,winner_agent,p0_store,p1_store,store_margin_for_a,plies,p0_move_count,p1_move_count,p0_total_time_s,p1_total_time_s,p0_avg_time_s,p1_avg_time_s,p0_minimax_move_count,p1_minimax_move_count,p0_minimax_nodes,p1_minimax_nodes,p0_minimax_cutoffs,p1_minimax_cutoffs,p0_minimax_depth_completed_avg,p1_minimax_depth_completed_avg,minimax_depth_limit,minimax_time_limit_s
0,random,minimax_h1,A,B,1,B,10,38,-28,22,11,11,0.00017750205006450415,0.029527377075282857,1.6136550005864013e-05,0.002684307006843896,0,11,0,367,0,60,0.0,3.0,3,0.0
1,random,minimax_h1,A,B,1,B,9,39,-30,36,18,18,0.00023166715982370079,0.03550891898339614,1.2870397767983377e-05,0.0019727177212997857,0,18,0,509,0,81,0.0,3.0,3,0.0
2,random,minimax_h1,A,B,1,B,15,33,-18,34,17,17,0.00019929101108573377,0.02627195997047238,1.1723000652101987e-05,0.001545409410027787,0,17,0,423,0,76,0.0,3.0,3,0.0
3,random,minimax_h1,A,B,1,B,12,36,-24,27,14,13,0.00017925098654814065,0.028089833009289578,1.2803641896295761e-05,0.0021607563853299674,0,13,0,372,0,61,0.0,3.0,3,0.0
4,random,minimax_h1,A,B,1,B,11,37,-26,32,16,16,0.00022450101096183062,0.03771450000931509,1.4031313185114413e-05,0.002357156250582193,0,16,0,480,0,81,0.0,3.0,3,0.0
5,random,minimax_h1,A,B,1,B,13,35,-22,16,8,8,0.00010854200809262693,0.019165167002938688,1.3567751011578366e-05,0.002395645875367336,0,8,0,177,0,26,0.0,3.0,3,0.0
6,random,minimax_h1,A,B,1,B,15,33,-18,22,11,11,0.00014241697499528527,0.02656420593848452,1.2946997726844115e-05,0.0024149278125895016,0,11,0,321,0,48,0.0,3.0,3,0.0
7,random,minimax_h1,A,B,1,B,12,36,-24,40,20,20,0.00021483679302036762,0.03172737295972183,1.074183965101838e-05,0.0015863686479860918,0,20,0,495,0,90,0.0,3.0,3,0.0
8,random,minimax_h1,A,B,1,B,8,40,-32,14,7,7,0.00013949995627626777,0.025353917939355597,1.9928565182323966e-05,0.0036219882770507994,0,7,0,244,0,38,0.0,3.0,3,0.0
9,random,minimax_h1,A,B,1,B,9,39,-30,18,9,9,0.00016812398098409176,0.02155741598107852,1.868044233156575e-05,0.002395268442342058,0,9,0,269,0,49,0.0,3.0,3,0.0
10,random,minimax_h1,A,B,1,B,10,38,-28,31,16,15,0.00016304192831739783,0.02373208393692039,1.0190120519837365e-05,0.001582138929128026,0,15,0,317,0,63,0.0,3.0,3,0.0
11,random,minimax_h1,A,B,1,B,16,32,-16,25,13,12,0.00015787302982062101,0.02504787500947714,1.2144079216970847e-05,0.002087322917456428,0,12,0,343,0,60,0.0,3.0,3,0.0
12,random,minimax_h1,A,B,1,B,0,48,-48,23,12,11,0.00019991799490526319,0.03599841598770581,1.6659832908771932e-05,0.0032725832716096193,0,11,0,408,0,73,0.0,3.0,3,0.0
13,random,minimax_h1,A,B,1,B,7,41,-34,16,8,8,0.00013454299187287688,0.02096104106749408,1.681787398410961e-05,0.00262013013343676,0,8,0,228,0,30,0.0,3.0,3,0.0
14,random,minimax_h1,A,B,1,B,16,32,-16,16,8,8,0.00010912693687714636,0.015063626022310928,1.3640867109643295e-05,0.001882953252788866,0,8,0,232,0,35,0.0,3.0,3,0.0
15,random,minimax_h1,A,B,1,B,4,44,-40,29,15,14,0.0002024190907832235,0.03912854098598473,1.3494606052214901e-05,0.002794895784713195,0,14,0,463,0,91,0.0,3.0,3,0.0
16,random,minimax_h1,A,B,1,B,14,34,-20,14,7,7,0.00012783400597982109,0.01879566500429064,1.8262000854260157e-05,0.0026850950006129487,0,7,0,202,0,36,0.0,3.0,3,0.0
17,random,minimax_h1,A,B,1,B,11,37,-26,25,13,12,0.00020662398310378194,0.02778066595783457,1.5894152546444766e-05,0.0023150554964862144,0,12,0,288,0,50,0.0,3.0,3,0.0
18,random,minimax_h1,A,B,1,B,15,33,-18,26,13,13,0.00013962597586214542,0.027579705958487466,1.0740459681703494e-05,0.002121515842960574,0,13,0,362,0,67,0.0,3.0,3,0.0
19,random,minimax_h1,A,B,1,B,11,37,-26,25,13,12,0.00013116595800966024,0.024228916881838813,1.0089689077666173e-05,0.002019076406819901,0,12,0,253,0,46,0.0,3.0,3,0.0
